Petsa,Bayan,Barangay,Sukat_ng_Bukid_Ektarya,Uri_ng_Palay,Petsa_ng_Pagtatanim,Yugto_ng_Palay,Inaasahang_Ani_Tonelada,Totoong_Ani_Tonelada,Sanhi_ng_Pinsala,Porsyento_ng_Pinsala,Pinagkukunan_ng_Tubig,Uri_ng_Lupa,Dami_ng_Abono_Kilo,Gumamit_ng_Pestisidyo,Kondisyon_ng_Panahon,Datos_ng_Bagyo
2022-03-02,San Jose,Santo Niño,3.81,NSIC Rc238,2021-11-04,Paglaki,4.02,3.74,Wala,7,UPRIIS - Distrito 4,Malagkit na Lupa,172,Oo,"{'dami_ng_ulan_mm': 140, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 25, 'halumigmig': 81}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-12-11,Santa Rosa,San Josef,0.86,NSIC Rc160,2023-08-22,Paghinog,5.79,4.98,Wala,14,UPRIIS - Distrito 2,Malagkit na Lupa,129,Oo,"{'dami_ng_ulan_mm': 229, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 23, 'halumigmig': 71}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-06-11,Peñaranda,Poblacion,0.6,NSIC Rc438,2023-03-05,Paghinog,5.75,3.1,Dodong,46,UPRIIS - Distrito 4,Burak,156,Oo,"{'dami_ng_ulan_mm': 400, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 25, 'halumigmig': 76}","{'pangalan': 'Dodong', 'lakas_ng_hangin': 120, 'ulan': 300, 'tagal': 38}"
2023-11-12,Peñaranda,Sinasajan,3.41,NSIC Rc216,2023-07-27,Paglaki,4.43,4.12,Wala,7,Tubig-ulan,Buhanging Lupa,154,Hindi,"{'dami_ng_ulan_mm': 139, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 23, 'halumigmig': 66}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-12-10,Zaragoza,Manaul,1.05,NSIC Rc160,2023-08-13,Paglaki,4.25,4.0,Wala,6,UPRIIS - Distrito 1,Burak,139,Hindi,"{'dami_ng_ulan_mm': 299, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 24, 'halumigmig': 71}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-04-19,San Jose,Tondod,0.93,NSIC Rc402,2023-01-12,Paghinog,5.3,4.77,Wala,10,Maliit na Sistema ng Irigasyon,Banlik,179,Oo,"{'dami_ng_ulan_mm': 149, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 24, 'halumigmig': 71}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-04-18,Science City of Muñoz,Villa Marina,1.62,NSIC Rc222,2023-01-13,Paghinog,4.51,4.06,Wala,10,UPRIIS - Distrito 1,Malagkit na Lupa,114,Oo,"{'dami_ng_ulan_mm': 363, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 25, 'halumigmig': 69}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-09-29,Gapan,Makabaclay,1.34,NSIC Rc438,2022-06-25,Paglaki,5.7,5.3,Wala,7,Maliit na Sistema ng Irigasyon,Mabuhanging Burak,127,Oo,"{'dami_ng_ulan_mm': 309, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 23, 'halumigmig': 77}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-10-09,Gapan,Bulak,2.63,NSIC Rc216,2023-06-27,Paghinog,5.31,4.73,Wala,11,UPRIIS - Distrito 2,Malagkit na Lupa,102,Oo,"{'dami_ng_ulan_mm': 163, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 24, 'halumigmig': 83}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-05-25,Santa Rosa,Santo Rosario,2.6,NSIC Rc438,2022-02-15,Paghinog,5.51,5.07,Wala,8,Tubig-ulan,Mabuhanging Burak,135,Hindi,"{'dami_ng_ulan_mm': 138, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 24, 'halumigmig': 68}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-10-30,Science City of Muñoz,Rizal,4.32,PSB Rc82,2023-07-03,Paglaki,5.91,5.61,Wala,5,UPRIIS - Distrito 2,Burak,118,Oo,"{'dami_ng_ulan_mm': 325, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 26, 'halumigmig': 78}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-09-08,Guimba,Cabaruan,2.42,NSIC Rc438,2021-05-28,Pamumulaklak,5.9,5.43,Wala,8,UPRIIS - Distrito 2,Buhanging Lupa,126,Hindi,"{'dami_ng_ulan_mm': 224, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 23, 'halumigmig': 75}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-08-25,Cabanatuan,Embarcadero,1.41,PSB Rc82,2022-05-17,Paghinog,4.6,1.61,Inday,65,UPRIIS - Distrito 3,Burak,178,Oo,"{'dami_ng_ulan_mm': 113, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 26, 'halumigmig': 81}","{'pangalan': 'Inday', 'lakas_ng_hangin': 130, 'ulan': 450, 'tagal': 63}"
2021-09-27,Gapan,San Vicente,4.99,NSIC Rc160,2021-06-09,Paglaki,5.61,3.65,Lannie,35,UPRIIS - Distrito 1,Malagkit na Lupa,125,Hindi,"{'dami_ng_ulan_mm': 192, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 23, 'halumigmig': 71}","{'pangalan': 'Lannie', 'lakas_ng_hangin': 90, 'ulan': 220, 'tagal': 59}"
2022-02-19,Peñaranda,Sinasajan,0.65,NSIC Rc160,2021-11-19,Paglaki,4.25,3.65,Wala,14,Maliit na Sistema ng Irigasyon,Buhanging Lupa,100,Hindi,"{'dami_ng_ulan_mm': 123, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 23, 'halumigmig': 77}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-12-28,Science City of Muñoz,Centro,2.43,NSIC Rc216,2022-09-02,Paglaki,5.08,5.03,Wala,1,Maliit na Sistema ng Irigasyon,Malagkit na Lupa,132,Hindi,"{'dami_ng_ulan_mm': 283, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 26, 'halumigmig': 83}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-01-02,Gapan,Makabaclay,1.07,NSIC Rc216,2021-09-14,Paghinog,5.94,5.35,Wala,10,UPRIIS - Distrito 2,Buhanging Lupa,143,Oo,"{'dami_ng_ulan_mm': 269, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 24, 'halumigmig': 71}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-03-19,San Jose,Santo Niño,1.98,PSB Rc82,2020-12-18,Paglaki,4.22,4.01,Wala,5,Tubig-ulan,Burak,124,Oo,"{'dami_ng_ulan_mm': 316, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 25, 'halumigmig': 78}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-11-05,Aliaga,La Purisima,2.53,NSIC Rc238,2022-07-23,Paghinog,5.22,4.49,Wala,14,UPRIIS - Distrito 3,Buhanging Lupa,109,Oo,"{'dami_ng_ulan_mm': 231, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 26, 'halumigmig': 83}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-08-28,Gapan,Makabaclay,1.9,NSIC Rc402,2023-05-07,Paghinog,4.91,4.17,Wala,15,UPRIIS - Distrito 4,Banlik,150,Hindi,"{'dami_ng_ulan_mm': 103, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 26, 'halumigmig': 66}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-06-29,Gapan,Pambuan,0.57,NSIC Rc222,2021-03-05,Paglaki,4.79,0.48,Jolina,90,Tubig-ulan,Mabuhanging Burak,125,Hindi,"{'dami_ng_ulan_mm': 352, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 24, 'halumigmig': 79}","{'pangalan': 'Jolina', 'lakas_ng_hangin': 100, 'ulan': 280, 'tagal': 57}"
2022-12-16,Zaragoza,Santa Cruz,0.97,NSIC Rc402,2022-09-16,Pamumulaklak,4.93,4.49,Wala,9,UPRIIS - Distrito 2,Malagkit na Lupa,122,Hindi,"{'dami_ng_ulan_mm': 149, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 25, 'halumigmig': 75}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-03-25,Santa Rosa,San Josef,0.59,NSIC Rc222,2022-11-26,Paglaki,5.39,4.58,Wala,15,UPRIIS - Distrito 2,Burak,177,Oo,"{'dami_ng_ulan_mm': 144, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 23, 'halumigmig': 74}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-11-06,San Jose,Malasin,3.67,PSB Rc82,2022-07-16,Paghinog,5.62,5.4,Wala,4,UPRIIS - Distrito 3,Banlik,135,Oo,"{'dami_ng_ulan_mm': 374, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 23, 'halumigmig': 84}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-04-20,Aliaga,La Purisima,4.33,NSIC Rc438,2023-01-01,Pamumulaklak,4.09,3.93,Wala,4,Maliit na Sistema ng Irigasyon,Burak,150,Oo,"{'dami_ng_ulan_mm': 177, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 24, 'halumigmig': 70}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-04-15,Zaragoza,Mayo,0.94,NSIC Rc222,2023-01-08,Paglaki,4.45,4.14,Wala,7,UPRIIS - Distrito 4,Burak,130,Hindi,"{'dami_ng_ulan_mm': 227, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 25, 'halumigmig': 81}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-01-16,San Jose,Palestina,3.09,NSIC Rc216,2021-10-03,Paghinog,5.86,5.68,Wala,3,UPRIIS - Distrito 3,Buhanging Lupa,172,Oo,"{'dami_ng_ulan_mm': 155, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 25, 'halumigmig': 83}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-06-30,Talavera,Esguerra,1.61,NSIC Rc216,2023-03-21,Pamumulaklak,5.92,0.83,Dodong,86,UPRIIS - Distrito 4,Burak,156,Hindi,"{'dami_ng_ulan_mm': 212, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 24, 'halumigmig': 77}","{'pangalan': 'Dodong', 'lakas_ng_hangin': 120, 'ulan': 300, 'tagal': 70}"
2023-06-08,Guimba,Cabaruan,4.44,NSIC Rc354,2023-02-20,Paghinog,5.46,3.39,Dodong,38,UPRIIS - Distrito 1,Banlik,112,Oo,"{'dami_ng_ulan_mm': 337, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 26, 'halumigmig': 78}","{'pangalan': 'Dodong', 'lakas_ng_hangin': 120, 'ulan': 300, 'tagal': 25}"
2021-04-03,Zaragoza,Mayo,1.98,NSIC Rc402,2020-12-05,Pamumulaklak,5.29,4.6,Wala,13,UPRIIS - Distrito 1,Mabuhanging Burak,108,Oo,"{'dami_ng_ulan_mm': 322, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 23, 'halumigmig': 66}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-01-14,Santa Rosa,Tagpos,3.54,NSIC Rc438,2021-09-30,Paghinog,5.42,4.99,Wala,8,UPRIIS - Distrito 4,Mabuhanging Burak,170,Oo,"{'dami_ng_ulan_mm': 354, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 23, 'halumigmig': 75}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-11-30,San Jose,Kaliwanagan,3.56,NSIC Rc238,2022-08-28,Paghinog,5.23,5.07,Wala,3,Maliit na Sistema ng Irigasyon,Malagkit na Lupa,143,Hindi,"{'dami_ng_ulan_mm': 396, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 23, 'halumigmig': 70}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-02-27,Aliaga,Bucot,3.24,NSIC Rc238,2021-10-30,Paglaki,5.15,5.15,Wala,0,UPRIIS - Distrito 3,Malagkit na Lupa,179,Oo,"{'dami_ng_ulan_mm': 369, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 25, 'halumigmig': 75}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-09-19,Aliaga,Magsaysay,4.36,NSIC Rc438,2023-05-25,Paglaki,4.41,3.79,Wala,14,UPRIIS - Distrito 1,Malagkit na Lupa,179,Hindi,"{'dami_ng_ulan_mm': 229, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 24, 'halumigmig': 85}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-04-10,Talavera,Maestrang Kikay,4.29,PSB Rc82,2021-12-31,Paghinog,5.87,4.99,Wala,15,UPRIIS - Distrito 1,Malagkit na Lupa,178,Oo,"{'dami_ng_ulan_mm': 256, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 24, 'halumigmig': 71}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-02-20,Science City of Muñoz,Centro,3.24,NSIC Rc238,2022-11-10,Paglaki,4.19,4.15,Wala,1,UPRIIS - Distrito 3,Banlik,154,Oo,"{'dami_ng_ulan_mm': 369, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 24, 'halumigmig': 75}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-09-23,Zaragoza,Santo Rosario,4.23,PSB Rc82,2023-05-30,Pamumulaklak,5.63,4.95,Wala,12,UPRIIS - Distrito 1,Banlik,136,Oo,"{'dami_ng_ulan_mm': 167, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 26, 'halumigmig': 70}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-10-02,Aliaga,Magsaysay,1.23,NSIC Rc222,2021-07-02,Pamumulaklak,4.93,2.37,Lannie,52,Maliit na Sistema ng Irigasyon,Mabuhanging Burak,166,Oo,"{'dami_ng_ulan_mm': 349, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 24, 'halumigmig': 68}","{'pangalan': 'Lannie', 'lakas_ng_hangin': 90, 'ulan': 220, 'tagal': 65}"
2022-07-30,Santa Rosa,Santo Rosario,2.35,NSIC Rc238,2022-04-12,Paglaki,5.43,0.98,Henry,82,UPRIIS - Distrito 4,Burak,139,Hindi,"{'dami_ng_ulan_mm': 398, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 26, 'halumigmig': 80}","{'pangalan': 'Henry', 'lakas_ng_hangin': 110, 'ulan': 350, 'tagal': 33}"
2023-10-11,Talavera,Dimasalang,3.51,NSIC Rc354,2023-06-26,Paglaki,5.32,4.89,Wala,8,UPRIIS - Distrito 4,Burak,102,Oo,"{'dami_ng_ulan_mm': 156, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 25, 'halumigmig': 82}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-05-03,San Jose,Santo Niño,4.94,NSIC Rc354,2022-01-07,Pamumulaklak,4.8,4.8,Wala,0,Tubig-ulan,Mabuhanging Burak,120,Oo,"{'dami_ng_ulan_mm': 370, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 23, 'halumigmig': 81}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-07-07,Peñaranda,Santo Tomas,2.16,NSIC Rc222,2022-03-09,Paghinog,5.15,2.32,Florita,55,UPRIIS - Distrito 1,Burak,175,Oo,"{'dami_ng_ulan_mm': 245, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 26, 'halumigmig': 74}","{'pangalan': 'Florita', 'lakas_ng_hangin': 85, 'ulan': 200, 'tagal': 72}"
2021-09-20,Zaragoza,Mayo,3.67,NSIC Rc402,2021-06-01,Pamumulaklak,4.98,1.15,Lannie,77,UPRIIS - Distrito 1,Malagkit na Lupa,115,Hindi,"{'dami_ng_ulan_mm': 395, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 24, 'halumigmig': 84}","{'pangalan': 'Lannie', 'lakas_ng_hangin': 90, 'ulan': 220, 'tagal': 64}"
2021-05-10,San Jose,Palestina,0.83,NSIC Rc438,2021-01-10,Paglaki,4.43,3.99,Wala,10,UPRIIS - Distrito 2,Mabuhanging Burak,146,Oo,"{'dami_ng_ulan_mm': 123, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 26, 'halumigmig': 78}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-05-05,Zaragoza,Batitang,3.48,NSIC Rc354,2021-02-01,Pamumulaklak,4.13,4.09,Wala,1,Maliit na Sistema ng Irigasyon,Buhanging Lupa,165,Oo,"{'dami_ng_ulan_mm': 333, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 26, 'halumigmig': 71}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-12-31,Santa Rosa,San Josef,2.59,NSIC Rc402,2023-09-12,Pamumulaklak,4.22,3.97,Wala,6,UPRIIS - Distrito 3,Mabuhanging Burak,154,Oo,"{'dami_ng_ulan_mm': 193, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 26, 'halumigmig': 81}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-03-19,Cabanatuan,Dalampang,2.53,NSIC Rc438,2021-11-26,Paglaki,5.08,5.08,Wala,0,UPRIIS - Distrito 4,Banlik,145,Oo,"{'dami_ng_ulan_mm': 210, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 25, 'halumigmig': 77}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-05-23,Talavera,Maestrang Kikay,0.59,NSIC Rc216,2022-02-04,Paglaki,5.77,5.42,Wala,6,Maliit na Sistema ng Irigasyon,Mabuhanging Burak,110,Hindi,"{'dami_ng_ulan_mm': 290, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 25, 'halumigmig': 82}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-11-27,Cabanatuan,Capaya,4.0,NSIC Rc402,2022-08-04,Pamumulaklak,4.06,3.61,Wala,11,UPRIIS - Distrito 2,Mabuhanging Burak,175,Oo,"{'dami_ng_ulan_mm': 247, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 24, 'halumigmig': 67}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-10-13,Guimba,San Bernardino,2.97,NSIC Rc222,2021-06-21,Paghinog,5.81,5.81,Wala,0,UPRIIS - Distrito 4,Banlik,177,Oo,"{'dami_ng_ulan_mm': 233, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 24, 'halumigmig': 74}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-09-09,Zaragoza,Batitang,0.65,NSIC Rc354,2023-05-24,Paglaki,4.17,3.67,Wala,12,UPRIIS - Distrito 3,Malagkit na Lupa,148,Oo,"{'dami_ng_ulan_mm': 368, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 26, 'halumigmig': 79}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-12-01,San Jose,Santo Niño,1.95,NSIC Rc160,2022-08-30,Paghinog,4.02,3.74,Wala,7,UPRIIS - Distrito 4,Burak,179,Oo,"{'dami_ng_ulan_mm': 336, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 25, 'halumigmig': 67}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-01-08,Guimba,Naglabrahan,4.39,NSIC Rc438,2022-09-29,Paghinog,5.71,4.85,Wala,15,Maliit na Sistema ng Irigasyon,Buhanging Lupa,179,Hindi,"{'dami_ng_ulan_mm': 394, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 25, 'halumigmig': 78}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-01-08,Aliaga,Magsaysay,3.78,NSIC Rc238,2021-09-19,Paghinog,4.89,4.84,Wala,1,UPRIIS - Distrito 1,Malagkit na Lupa,149,Oo,"{'dami_ng_ulan_mm': 172, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 26, 'halumigmig': 74}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-10-02,Santa Rosa,San Josef,1.19,NSIC Rc216,2022-06-21,Paglaki,5.83,5.6,Wala,4,UPRIIS - Distrito 4,Burak,148,Oo,"{'dami_ng_ulan_mm': 175, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 23, 'halumigmig': 65}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-03-11,Santa Rosa,Santo Rosario,4.52,NSIC Rc238,2022-11-19,Paglaki,4.11,3.82,Wala,7,UPRIIS - Distrito 3,Buhanging Lupa,133,Oo,"{'dami_ng_ulan_mm': 112, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 23, 'halumigmig': 82}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-07-28,Zaragoza,Batitang,3.97,NSIC Rc238,2022-04-05,Paglaki,4.48,0.27,Henry,94,Tubig-ulan,Buhanging Lupa,109,Oo,"{'dami_ng_ulan_mm': 344, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 26, 'halumigmig': 72}","{'pangalan': 'Henry', 'lakas_ng_hangin': 110, 'ulan': 350, 'tagal': 45}"
2021-08-31,Santa Rosa,Cojuangco,3.98,NSIC Rc238,2021-05-24,Paglaki,4.02,1.37,Kiko,66,Tubig-ulan,Buhanging Lupa,114,Oo,"{'dami_ng_ulan_mm': 218, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 24, 'halumigmig': 75}","{'pangalan': 'Kiko', 'lakas_ng_hangin': 150, 'ulan': 500, 'tagal': 56}"
2022-10-14,Cabanatuan,Dalampang,4.69,NSIC Rc222,2022-06-17,Paghinog,5.35,5.35,Wala,0,Tubig-ulan,Banlik,102,Hindi,"{'dami_ng_ulan_mm': 271, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 24, 'halumigmig': 70}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-06-17,Science City of Muñoz,Centro,3.17,NSIC Rc402,2022-03-13,Paghinog,5.9,0.47,Florita,92,UPRIIS - Distrito 4,Burak,159,Hindi,"{'dami_ng_ulan_mm': 276, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 25, 'halumigmig': 76}","{'pangalan': 'Florita', 'lakas_ng_hangin': 85, 'ulan': 200, 'tagal': 62}"
2022-02-13,Science City of Muñoz,Magtanggol,3.26,NSIC Rc222,2021-11-08,Paghinog,5.69,4.89,Wala,14,UPRIIS - Distrito 4,Malagkit na Lupa,104,Oo,"{'dami_ng_ulan_mm': 199, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 25, 'halumigmig': 83}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-06-11,Peñaranda,Santo Tomas,1.6,NSIC Rc216,2023-03-09,Paghinog,4.92,2.02,Dodong,59,UPRIIS - Distrito 1,Buhanging Lupa,163,Oo,"{'dami_ng_ulan_mm': 193, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 26, 'halumigmig': 84}","{'pangalan': 'Dodong', 'lakas_ng_hangin': 120, 'ulan': 300, 'tagal': 61}"
2023-04-23,Peñaranda,Callos,3.29,NSIC Rc402,2023-01-12,Paglaki,5.98,5.5,Wala,8,UPRIIS - Distrito 2,Malagkit na Lupa,175,Oo,"{'dami_ng_ulan_mm': 230, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 23, 'halumigmig': 75}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-01-06,Guimba,Naglabrahan,2.95,NSIC Rc238,2021-09-26,Paglaki,4.2,4.07,Wala,3,Tubig-ulan,Malagkit na Lupa,140,Oo,"{'dami_ng_ulan_mm': 298, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 23, 'halumigmig': 72}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-01-14,Guimba,San Bernardino,3.22,NSIC Rc402,2020-10-09,Paghinog,4.48,4.12,Wala,8,UPRIIS - Distrito 1,Mabuhanging Burak,144,Oo,"{'dami_ng_ulan_mm': 139, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 26, 'halumigmig': 73}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-08-07,Aliaga,Bibiclat,4.2,NSIC Rc354,2023-05-01,Pamumulaklak,4.83,1.06,Falcon,78,Tubig-ulan,Buhanging Lupa,113,Oo,"{'dami_ng_ulan_mm': 321, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 24, 'halumigmig': 69}","{'pangalan': 'Falcon', 'lakas_ng_hangin': 140, 'ulan': 400, 'tagal': 36}"
2022-12-08,Santa Rosa,Soledad,4.14,NSIC Rc438,2022-09-07,Pamumulaklak,4.37,4.06,Wala,7,UPRIIS - Distrito 1,Buhanging Lupa,150,Oo,"{'dami_ng_ulan_mm': 270, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 25, 'halumigmig': 66}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-07-24,San Jose,Malasin,1.75,NSIC Rc402,2021-04-07,Paghinog,4.83,4.59,Wala,5,UPRIIS - Distrito 3,Mabuhanging Burak,156,Oo,"{'dami_ng_ulan_mm': 277, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 23, 'halumigmig': 80}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-05-03,Cabanatuan,Capaya,4.24,NSIC Rc160,2022-01-16,Paghinog,5.51,5.07,Wala,8,Tubig-ulan,Banlik,134,Hindi,"{'dami_ng_ulan_mm': 120, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 24, 'halumigmig': 70}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
