ID_Magsasaka,Bayan,Uri_ng_Lupa,Panahon,Taon,Petsa_ng_Pagtatanim,Petsa_ng_Pag_aani,Uri_ng_Palay,Sukat_ng_Bukid_Ektarya,Inaasahang_Ani_Sako,Aktwal_na_Ani_Sako,Kilos_kada_Sako,Kabuuang_Kilos,Presyo_kada_Kilo,Kabuuang_Kita,Tagal_ng_Paglago_Araw,Kabuuang_Ulan_mm,Temperatura_Celsius,Antas_ng_Tagumpay,Mga_Hamon,Mga_Rekomendasyon,Total_Inaasahang_Kilo,Aktwal_Nabentang_Kilo,Total_Inaasahang_Kita,Aktwal_Nabentang_Kita,Planting_Month,Planting_Day,Reaping_Month,Reaping_Day,Planting_Typhoon_Risk,Reaping_Typhoon_Risk,Typhoon_Risk,Uri_ng_Palay_Freq,Bayan_Freq,Uri_ng_Lupa_Freq
Sci075,Science City of Muñoz,Mabuhanging Burak,Tag-ulan,2021,5/6/2021,30/9/2021,NSIC Rc402,4.51,378.84,64,60,3833.59,18.49,70883.15,117,365.13,28.3,7.7,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,22730.4,3840,7004.7516,1183.36,6,5,9,30,1,1,1,994,705,1500
Sci076,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2021,12/6/2021,29/9/2021,NSIC Rc402,3.68,309.12,82,60,4899.51,18.49,90591.91,109,272.47,29,9.2,Wala,Wala,18547.2,4920,5715.6288,1516.18,6,12,9,29,1,1,1,994,705,1511
Sci077,Science City of Muñoz,Banlik,Tag-ulan,2021,9/5/2021,25/8/2021,PSB Rc82,4.48,376.32,55,60,3329.24,18.49,61557.64,108,259.28,31,8.1,Wala,Wala,22579.2,3300,6958.1568,1016.95,5,9,8,25,0,1,1,948,705,1501
Sci078,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2021,20/6/2021,14/10/2021,NSIC Rc222,1.82,152.88,65,60,3896.52,18.49,72046.66,116,367.64,27.1,8,Wala,Wala,9172.8,3900,2826.7512,1201.85,6,20,10,14,1,1,1,952,705,1511
San000,San Jose,Mabuhanging Burak,Tag-ulan,2021,22/5/2021,4/9/2021,NSIC Rc222,2.84,238.56,83,60,5004.8,18.49,92538.67,105,268.57,22.8,8.2,Wala,Wala,14313.6,4980,4410.9744,1534.67,5,22,9,4,0,1,1,952,794,1500
San001,San Jose,Buhanging Lupa,Tag-ulan,2021,14/6/2021,29/9/2021,NSIC Rc402,1.04,87.36,73,60,4376.49,18.49,80921.38,107,225.92,25.3,8.8,Wala,Wala,5241.6,4380,1615.2864,1349.77,6,14,9,29,1,1,1,994,794,1539
San002,San Jose,Buhanging Lupa,Tag-ulan,2021,20/6/2021,29/9/2021,PSB Rc82,4.51,378.84,78,60,4691.29,18.49,86741.95,101,306.76,27.3,8.1,Wala,Wala,22730.4,4680,7004.7516,1442.22,6,20,9,29,1,1,1,948,794,1539
San003,San Jose,Banlik,Tag-ulan,2021,9/6/2021,3/10/2021,NSIC Rc216,2.05,172.2,75,60,4471.75,18.49,82682.62,116,232.73,27.4,8.6,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,10332,4500,3183.978,1386.75,6,9,10,3,1,1,1,957,794,1501
San004,San Jose,Burak,Tag-ulan,2021,21/6/2021,3/10/2021,NSIC Rc402,3.52,295.68,75,60,4486.91,18.49,82962.91,104,325.27,29.1,7.5,Wala,Wala,17740.8,4500,5467.1232,1386.75,6,21,10,3,1,1,1,994,794,1548
San005,San Jose,Banlik,Tag-ulan,2021,22/6/2021,10/10/2021,PSB Rc82,4.75,399,71,60,4239.4,18.49,78386.56,110,205.02,27.7,9.2,Wala,Wala,23940,4260,7377.51,1312.79,6,22,10,10,1,1,1,948,794,1501
San006,San Jose,Mabuhanging Burak,Tag-ulan,2021,9/6/2021,24/9/2021,PSB Rc82,3.5,294,74,60,4457.43,18.49,82417.95,107,230.83,29.8,8.7,Wala,Wala,17640,4440,5436.06,1368.26,6,9,9,24,1,1,1,948,794,1500
San007,San Jose,Buhanging Lupa,Tag-ulan,2021,21/6/2021,18/10/2021,NSIC Rc216,1.78,149.52,73,60,4405.73,18.49,81461.9,119,339.21,26.2,7.8,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,8971.2,4380,2764.6248,1349.77,6,21,10,18,1,1,1,957,794,1539
San008,San Jose,Buhanging Lupa,Tag-ulan,2021,13/5/2021,24/8/2021,NSIC Rc222,2.29,192.36,79,60,4752.77,18.49,87878.74,103,261.7,27.1,8.2,Wala,Wala,11541.6,4740,3556.7364,1460.71,5,13,8,24,0,1,1,952,794,1539
San009,San Jose,Burak,Tag-ulan,2021,14/6/2021,5/10/2021,PSB Rc82,1.07,89.88,58,60,3498.88,18.49,64694.24,113,187.36,28.7,8.3,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,5392.8,3480,1661.8812,1072.42,6,14,10,5,1,1,1,948,794,1548
San010,San Jose,Banlik,Tag-ulan,2021,3/6/2021,30/9/2021,NSIC Rc216,2.23,187.32,76,60,4586.55,18.49,84805.24,119,286.36,29.9,8.5,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,11239.2,4560,3463.5468,1405.24,6,3,9,30,1,1,1,957,794,1501
San011,San Jose,Malagkit na Lupa,Tag-ulan,2021,12/5/2021,5/9/2021,PSB Rc82,4.33,363.72,62,60,3746.37,18.49,69270.3,116,245.08,26.8,8.7,Wala,Wala,21823.2,3720,6725.1828,1146.38,5,12,9,5,0,1,1,948,794,1511
San012,San Jose,Mabuhanging Burak,Tag-ulan,2021,25/6/2021,13/10/2021,NSIC Rc222,4.37,367.08,72,60,4341.08,18.49,80266.57,110,224.67,26,9.6,Wala,Wala,22024.8,4320,6787.3092,1331.28,6,25,10,13,1,1,1,952,794,1500
San013,San Jose,Banlik,Tag-ulan,2021,26/6/2021,20/10/2021,NSIC Rc216,3.65,306.6,60,60,3615.2,18.49,66845.02,116,240.9,30,8.6,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,18396,3600,5669.034,1109.4,6,26,10,20,1,1,1,957,794,1501
San014,San Jose,Malagkit na Lupa,Tag-ulan,2021,9/6/2021,5/10/2021,NSIC Rc402,1.81,152.04,59,60,3527.19,18.49,65217.75,118,265.09,28.2,8.7,Wala,Wala,9122.4,3540,2811.2196,1090.91,6,9,10,5,1,1,1,994,794,1511
San015,San Jose,Buhanging Lupa,Tag-ulan,2021,6/5/2021,22/8/2021,NSIC Rc216,1.89,158.76,64,60,3814.7,18.49,70533.72,108,280.96,25.5,9,Wala,Wala,9525.6,3840,2935.4724,1183.36,5,6,8,22,0,1,1,957,794,1539
San016,San Jose,Banlik,Tag-ulan,2021,13/6/2021,30/9/2021,PSB Rc82,4.99,419.16,62,60,3724.29,18.49,68862.13,109,291.58,29.2,8.6,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,25149.6,3720,7750.2684,1146.38,6,13,9,30,1,1,1,948,794,1501
San017,San Jose,Buhanging Lupa,Tag-ulan,2021,20/6/2021,1/10/2021,NSIC Rc216,3.29,276.36,68,60,4051.03,18.49,74903.56,103,239.61,29.6,8.5,Wala,Wala,16581.6,4080,5109.8964,1257.32,6,20,10,1,1,1,1,957,794,1539
San018,San Jose,Mabuhanging Burak,Tag-ulan,2021,23/5/2021,4/9/2021,NSIC Rc216,4.16,349.44,72,60,4330.91,18.49,80078.6,104,257.51,27,8,Wala,Wala,20966.4,4320,6461.1456,1331.28,5,23,9,4,0,1,1,957,794,1500
San019,San Jose,Burak,Tag-ulan,2021,5/6/2021,3/10/2021,NSIC Rc402,3.14,263.76,71,60,4261.9,18.49,78802.54,120,326.53,26.7,8.5,Wala,Wala,15825.6,4260,4876.9224,1312.79,6,5,10,3,1,1,1,994,794,1548
San020,San Jose,Buhanging Lupa,Tag-ulan,2021,20/5/2021,29/8/2021,NSIC Rc222,2.07,173.88,72,60,4330.04,18.49,80062.46,101,301.88,27.4,7.2,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,10432.8,4320,3215.0412,1331.28,5,20,8,29,0,1,1,952,794,1539
San021,San Jose,Mabuhanging Burak,Tag-ulan,2021,10/6/2021,26/9/2021,NSIC Rc402,1.56,131.04,66,60,3954.78,18.49,73123.95,108,306.47,23.2,7.5,Wala,Wala,7862.4,3960,2422.9296,1220.34,6,10,9,26,1,1,1,994,794,1500
San022,San Jose,Banlik,Tag-ulan,2021,20/5/2021,30/8/2021,NSIC Rc216,3.43,288.12,56,60,3350.01,18.49,61941.68,102,208.52,29.2,8,Wala,Wala,17287.2,3360,5327.3388,1035.44,5,20,8,30,0,1,1,957,794,1501
San023,San Jose,Buhanging Lupa,Tag-ulan,2021,4/6/2021,1/10/2021,NSIC Rc222,0.58,48.72,75,60,4517.05,18.49,83520.34,119,351.86,26.2,8.1,Wala,Wala,2923.2,4500,900.8328,1386.75,6,4,10,1,1,1,1,952,794,1539
San024,San Jose,Malagkit na Lupa,Tag-ulan,2021,22/6/2021,14/10/2021,NSIC Rc402,3.79,318.36,75,60,4511.95,18.49,83425.91,114,287.8,28.6,9.5,Wala,Wala,19101.6,4500,5886.4764,1386.75,6,22,10,14,1,1,1,994,794,1511
San025,San Jose,Mabuhanging Burak,Tag-ulan,2021,5/5/2021,23/8/2021,PSB Rc82,3.04,255.36,81,60,4835.17,18.49,89402.38,110,334.66,23.9,8.3,Wala,Wala,15321.6,4860,4721.6064,1497.69,5,5,8,23,0,1,1,948,794,1500
San026,San Jose,Banlik,Tag-ulan,2021,4/6/2021,27/9/2021,NSIC Rc216,2.7,226.8,59,60,3544.3,18.49,65534.19,115,255.7,27.3,9,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,13608,3540,4193.532,1090.91,6,4,9,27,1,1,1,957,794,1501
San027,San Jose,Mabuhanging Burak,Tag-ulan,2021,18/6/2021,27/9/2021,PSB Rc82,1.12,94.08,58,60,3475.04,18.49,64253.53,101,335.16,33,6.7,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,5644.8,3480,1739.5392,1072.42,6,18,9,27,1,1,1,948,794,1500
San028,San Jose,Mabuhanging Burak,Tag-ulan,2021,4/5/2021,17/8/2021,NSIC Rc216,3.28,275.52,68,60,4053.08,18.49,74941.51,105,288.6,25.2,8.7,Wala,Wala,16531.2,4080,5094.3648,1257.32,5,4,8,17,0,1,1,957,794,1500
San029,San Jose,Burak,Tag-ulan,2021,3/5/2021,25/8/2021,NSIC Rc222,2.72,228.48,69,60,4164.24,18.49,76996.74,114,320.11,30.6,8.2,Wala,Wala,13708.8,4140,4224.5952,1275.81,5,3,8,25,0,1,1,952,794,1548
San030,San Jose,Burak,Tag-ulan,2021,26/6/2021,11/10/2021,NSIC Rc216,0.64,53.76,62,60,3738.69,18.49,69128.29,107,305.4,26.2,8.1,Wala,Wala,3225.6,3720,994.0224,1146.38,6,26,10,11,1,1,1,957,794,1548
San031,San Jose,Mabuhanging Burak,Tag-ulan,2021,14/5/2021,2/9/2021,NSIC Rc216,1.67,140.28,64,60,3846.72,18.49,71125.92,111,347.9,29.3,8.4,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,8416.8,3840,2593.7772,1183.36,5,14,9,2,0,1,1,957,794,1500
San032,San Jose,Banlik,Tag-ulan,2021,27/6/2021,12/10/2021,NSIC Rc216,1.72,144.48,73,60,4367.63,18.49,80757.5,107,248.7,28.8,8.9,Wala,Wala,8668.8,4380,2671.4352,1349.77,6,27,10,12,1,1,1,957,794,1501
San033,San Jose,Mabuhanging Burak,Tag-ulan,2021,19/5/2021,6/9/2021,NSIC Rc216,0.64,53.76,77,60,4590.02,18.49,84869.42,110,349.86,30.4,8.1,Wala,Wala,3225.6,4620,994.0224,1423.73,5,19,9,6,0,1,1,957,794,1500
San034,San Jose,Banlik,Tag-ulan,2021,16/6/2021,6/10/2021,NSIC Rc222,3.36,282.24,67,60,4020.71,18.49,74342.84,112,296.68,27.3,9.6,Wala,Wala,16934.4,4020,5218.6176,1238.83,6,16,10,6,1,1,1,952,794,1501
San035,San Jose,Buhanging Lupa,Tag-ulan,2021,18/5/2021,29/8/2021,NSIC Rc216,1.89,158.76,63,60,3789.96,18.49,70076.35,103,361.36,25.6,7.7,Wala,Wala,9525.6,3780,2935.4724,1164.87,5,18,8,29,0,1,1,957,794,1539
San036,San Jose,Malagkit na Lupa,Tag-ulan,2021,6/6/2021,2/10/2021,NSIC Rc222,2.09,175.56,73,60,4387.96,18.49,81133.46,118,321.93,25.3,8.1,Wala,Wala,10533.6,4380,3246.1044,1349.77,6,6,10,2,1,1,1,952,794,1511
San037,San Jose,Buhanging Lupa,Tag-ulan,2021,24/6/2021,9/10/2021,NSIC Rc222,0.8,67.2,93,60,5554.94,18.49,102710.92,107,353.27,27.5,8.6,Wala,Wala,4032,5580,1242.528,1719.57,6,24,10,9,1,1,1,952,794,1539
San038,San Jose,Buhanging Lupa,Tag-ulan,2021,10/6/2021,2/10/2021,NSIC Rc222,2.93,246.12,51,60,3074.14,18.49,56840.86,114,363.43,29,8.5,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,14767.2,3060,4550.7588,942.99,6,10,10,2,1,1,1,952,794,1539
San039,San Jose,Malagkit na Lupa,Tag-ulan,2021,12/6/2021,9/10/2021,NSIC Rc402,1.1,92.4,75,60,4483.42,18.49,82898.43,119,238.84,30.8,8,Wala,Wala,5544,4500,1708.476,1386.75,6,12,10,9,1,1,1,994,794,1511
San040,San Jose,Buhanging Lupa,Tag-ulan,2021,25/5/2021,15/9/2021,NSIC Rc402,4.1,344.4,60,60,3605.51,18.49,66665.83,113,377.56,29.8,8.6,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,20664,3600,6367.956,1109.4,5,25,9,15,0,1,1,994,794,1539
San041,San Jose,Mabuhanging Burak,Tag-ulan,2021,5/5/2021,14/8/2021,NSIC Rc216,2.98,250.32,88,60,5255.29,18.49,97170.23,101,261.92,27.4,8.4,Wala,Wala,15019.2,5280,4628.4168,1627.12,5,5,8,14,0,1,1,957,794,1500
San042,San Jose,Mabuhanging Burak,Tag-ulan,2021,7/6/2021,30/9/2021,NSIC Rc222,0.85,71.4,74,60,4461.07,18.49,82485.15,115,307.27,26.6,8.5,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,4284,4440,1320.186,1368.26,6,7,9,30,1,1,1,952,794,1500
San043,San Jose,Malagkit na Lupa,Tag-ulan,2021,5/6/2021,29/9/2021,PSB Rc82,4.01,336.84,86,60,5137.24,18.49,94987.58,116,384.62,28.3,8.3,Wala,Wala,20210.4,5160,6228.1716,1590.14,6,5,9,29,1,1,1,948,794,1511
San044,San Jose,Malagkit na Lupa,Tag-ulan,2021,16/6/2021,8/10/2021,NSIC Rc222,1.86,156.24,71,60,4259.87,18.49,78765.02,114,164.83,28.7,8.9,Wala,Wala,9374.4,4260,2888.8776,1312.79,6,16,10,8,1,1,1,952,794,1511
San045,San Jose,Buhanging Lupa,Tag-ulan,2021,15/5/2021,8/9/2021,NSIC Rc402,2.36,198.24,51,60,3036.89,18.49,56152.14,116,282.59,27.9,8.4,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,11894.4,3060,3665.4576,942.99,5,15,9,8,0,1,1,994,794,1539
San046,San Jose,Malagkit na Lupa,Tag-ulan,2021,10/5/2021,21/8/2021,NSIC Rc402,2.36,198.24,78,60,4671.11,18.49,86368.92,103,281.57,29.6,8.2,Wala,Wala,11894.4,4680,3665.4576,1442.22,5,10,8,21,0,1,1,994,794,1511
San047,San Jose,Burak,Tag-ulan,2021,17/5/2021,8/9/2021,NSIC Rc216,4.08,342.72,93,60,5575.6,18.49,103092.84,114,355.98,28.6,9.1,Wala,Wala,20563.2,5580,6336.8928,1719.57,5,17,9,8,0,1,1,957,794,1548
San048,San Jose,Mabuhanging Burak,Tag-ulan,2021,12/5/2021,5/9/2021,PSB Rc82,2.76,231.84,73,60,4372.35,18.49,80844.76,116,283.03,27.9,8.9,Wala,Wala,13910.4,4380,4286.7216,1349.77,5,12,9,5,0,1,1,948,794,1500
San049,San Jose,Banlik,Tag-ulan,2021,15/6/2021,9/10/2021,NSIC Rc402,2.15,180.6,77,60,4617.8,18.49,85383.03,116,300.98,26.4,8.3,Wala,Wala,10836,4620,3339.294,1423.73,6,15,10,9,1,1,1,994,794,1501
San050,San Jose,Malagkit na Lupa,Tag-ulan,2021,20/5/2021,13/9/2021,NSIC Rc402,2.21,185.64,56,60,3363.52,18.49,62191.57,116,328.95,28.9,7.8,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,11138.4,3360,3432.4836,1035.44,5,20,9,13,0,1,1,994,794,1511
San051,San Jose,Banlik,Tag-ulan,2021,10/5/2021,30/8/2021,PSB Rc82,4.81,404.04,71,60,4240.04,18.49,78398.35,112,377.02,30.5,8.3,Wala,Wala,24242.4,4260,7470.6996,1312.79,5,10,8,30,0,1,1,948,794,1501
San052,San Jose,Buhanging Lupa,Tag-ulan,2021,4/5/2021,31/8/2021,PSB Rc82,3.27,274.68,82,60,4946.92,18.49,91468.6,119,265.72,29.6,8.8,Wala,Wala,16480.8,4920,5078.8332,1516.18,5,4,8,31,0,1,1,948,794,1539
San053,San Jose,Burak,Tag-ulan,2021,27/6/2021,10/10/2021,NSIC Rc216,3.12,262.08,68,60,4072.33,18.49,75297.47,105,252.45,29.4,9.2,Wala,Wala,15724.8,4080,4845.8592,1257.32,6,27,10,10,1,1,1,957,794,1548
San054,San Jose,Malagkit na Lupa,Tag-ulan,2021,3/5/2021,22/8/2021,NSIC Rc402,2.24,188.16,76,60,4538.1,18.49,83909.45,111,274.17,26,9.1,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,11289.6,4560,3479.0784,1405.24,5,3,8,22,0,1,1,994,794,1511
San055,San Jose,Mabuhanging Burak,Tag-ulan,2021,23/5/2021,31/8/2021,NSIC Rc402,3.01,252.84,75,60,4526.75,18.49,83699.66,100,314,22.7,6.9,Wala,Wala,15170.4,4500,4675.0116,1386.75,5,23,8,31,0,1,1,994,794,1500
San056,San Jose,Buhanging Lupa,Tag-ulan,2021,11/5/2021,3/9/2021,NSIC Rc222,3.61,303.24,80,60,4787.82,18.49,88526.88,115,212.45,27.6,9.4,Wala,Wala,18194.4,4800,5606.9076,1479.2,5,11,9,3,0,1,1,952,794,1539
San057,San Jose,Mabuhanging Burak,Tag-ulan,2021,20/5/2021,16/9/2021,NSIC Rc402,4.69,393.96,59,60,3542.52,18.49,65501.28,119,304.12,27.3,8,Wala,Wala,23637.6,3540,7284.3204,1090.91,5,20,9,16,0,1,1,994,794,1500
San058,San Jose,Buhanging Lupa,Tag-ulan,2021,13/5/2021,21/8/2021,NSIC Rc402,2.34,196.56,84,60,5049.61,18.49,93367.22,100,221.03,26.4,8.5,Wala,Wala,11793.6,5040,3634.3944,1553.16,5,13,8,21,0,1,1,994,794,1539
San059,San Jose,Burak,Tag-ulan,2021,15/5/2021,8/9/2021,NSIC Rc402,1.38,115.92,55,60,3274.26,18.49,60541.15,116,319.56,29.2,7.9,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,6955.2,3300,2143.3608,1016.95,5,15,9,8,0,1,1,994,794,1548
San060,San Jose,Mabuhanging Burak,Tag-ulan,2021,21/6/2021,6/10/2021,NSIC Rc222,1.21,101.64,68,60,4091.49,18.49,75651.66,107,299.19,30.3,8,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,6098.4,4080,1879.3236,1257.32,6,21,10,6,1,1,1,952,794,1500
San061,San Jose,Malagkit na Lupa,Tag-ulan,2021,24/5/2021,18/9/2021,NSIC Rc222,3.83,321.72,70,60,4215.65,18.49,77947.4,117,319.87,26.5,7.9,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,19303.2,4200,5948.6028,1294.3,5,24,9,18,0,1,1,952,794,1511
San062,San Jose,Buhanging Lupa,Tag-ulan,2021,10/6/2021,5/10/2021,NSIC Rc402,2.99,251.16,63,60,3768.1,18.49,69672.16,117,285.97,25.2,8.8,Wala,Wala,15069.6,3780,4643.9484,1164.87,6,10,10,5,1,1,1,994,794,1539
San063,San Jose,Malagkit na Lupa,Tag-ulan,2021,9/5/2021,25/8/2021,NSIC Rc216,3.71,311.64,65,60,3918.33,18.49,72450.01,108,294.59,30.2,8,Wala,Wala,18698.4,3900,5762.2236,1201.85,5,9,8,25,0,1,1,957,794,1511
San064,San Jose,Burak,Tag-ulan,2021,14/5/2021,25/8/2021,PSB Rc82,4.54,381.36,61,60,3665.99,18.49,67784.11,103,334.26,30.8,6.8,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,22881.6,3660,7051.3464,1127.89,5,14,8,25,0,1,1,948,794,1548
San065,San Jose,Burak,Tag-ulan,2021,28/5/2021,5/9/2021,NSIC Rc216,4.54,381.36,71,60,4247.98,18.49,78545.08,100,284.86,30.7,7.2,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,22881.6,4260,7051.3464,1312.79,5,28,9,5,0,1,1,957,794,1548
San066,San Jose,Malagkit na Lupa,Tag-ulan,2021,7/6/2021,1/10/2021,NSIC Rc222,4.59,385.56,86,60,5137.06,18.49,94984.25,116,290.33,30.9,8.4,Wala,Wala,23133.6,5160,7129.0044,1590.14,6,7,10,1,1,1,1,952,794,1511
San067,San Jose,Burak,Tag-ulan,2021,22/6/2021,16/10/2021,PSB Rc82,2.94,246.96,68,60,4093.69,18.49,75692.28,116,298.91,29.4,9.1,Wala,Wala,14817.6,4080,4566.2904,1257.32,6,22,10,16,1,1,1,948,794,1548
San068,San Jose,Buhanging Lupa,Tag-ulan,2021,6/6/2021,28/9/2021,NSIC Rc222,2,168,70,60,4203.74,18.49,77727.16,114,373.76,27.6,9,Wala,Wala,10080,4200,3106.32,1294.3,6,6,9,28,1,1,1,952,794,1539
San069,San Jose,Burak,Tag-ulan,2021,12/5/2021,8/9/2021,PSB Rc82,1.7,142.8,68,60,4086.48,18.49,75559.01,119,310.92,30.6,7.4,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,8568,4080,2640.372,1257.32,5,12,9,8,0,1,1,948,794,1548
San070,San Jose,Burak,Tag-ulan,2021,19/6/2021,29/9/2021,NSIC Rc216,3.76,315.84,86,60,5148.35,18.49,95192.97,102,293.35,25.4,8.3,Wala,Wala,18950.4,5160,5839.8816,1590.14,6,19,9,29,1,1,1,957,794,1548
San071,San Jose,Mabuhanging Burak,Tag-ulan,2021,14/6/2021,23/9/2021,NSIC Rc222,1.88,157.92,51,60,3031.04,18.49,56044.02,101,407.15,27.1,6.1,Matinding Ulan; Mababang Ani,Pagpapalakas ng drainage system; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,9475.2,3060,2919.9408,942.99,6,14,9,23,1,1,1,952,794,1500
San072,San Jose,Burak,Tag-ulan,2021,10/5/2021,24/8/2021,PSB Rc82,1.7,142.8,78,60,4668.73,18.49,86324.79,106,307.94,30.3,7.5,Wala,Wala,8568,4680,2640.372,1442.22,5,10,8,24,0,1,1,948,794,1548
San073,San Jose,Banlik,Tag-ulan,2021,8/5/2021,22/8/2021,NSIC Rc222,1,84,77,60,4625.34,18.49,85522.56,106,269.58,26,8.8,Wala,Wala,5040,4620,1553.16,1423.73,5,8,8,22,0,1,1,952,794,1501
San074,San Jose,Banlik,Tag-ulan,2021,16/6/2021,7/10/2021,NSIC Rc402,3.66,307.44,75,60,4471.01,18.49,82668.92,113,312.69,24.4,8,Wala,Wala,18446.4,4500,5684.5656,1386.75,6,16,10,7,1,1,1,994,794,1501
San075,San Jose,Buhanging Lupa,Tag-ulan,2021,15/5/2021,10/9/2021,NSIC Rc216,3.29,276.36,58,60,3496.93,18.49,64658.26,118,285.6,28.5,8.4,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,16581.6,3480,5109.8964,1072.42,5,15,9,10,0,1,1,957,794,1539
San076,San Jose,Burak,Tag-ulan,2021,1/5/2021,10/8/2021,NSIC Rc402,3.81,320.04,72,60,4328.48,18.49,80033.6,101,286.5,24.9,8.1,Wala,Wala,19202.4,4320,5917.5396,1331.28,5,1,8,10,0,1,1,994,794,1548
San077,San Jose,Burak,Tag-ulan,2021,5/5/2021,14/8/2021,NSIC Rc222,3.24,272.16,75,60,4477.87,18.49,82795.91,101,379.71,28.2,7.7,Wala,Wala,16329.6,4500,5032.2384,1386.75,5,5,8,14,0,1,1,952,794,1548
San078,San Jose,Buhanging Lupa,Tag-ulan,2021,7/6/2021,18/9/2021,PSB Rc82,2.49,209.16,71,60,4287.37,18.49,79273.55,103,371.56,27.5,7.4,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,12549.6,4260,3867.3684,1312.79,6,7,9,18,1,1,1,948,794,1539
San079,San Jose,Burak,Tag-ulan,2021,1/5/2021,12/8/2021,NSIC Rc222,4.32,362.88,52,60,3139.85,18.49,58055.88,103,256,28.5,7.7,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,21772.8,3120,6709.6512,961.48,5,1,8,12,0,1,1,952,794,1548
San080,San Jose,Mabuhanging Burak,Tag-ulan,2021,10/6/2021,24/9/2021,NSIC Rc222,0.78,65.52,61,60,3678.1,18.49,68008.16,106,289.21,25.6,8.7,Wala,Wala,3931.2,3660,1211.4648,1127.89,6,10,9,24,1,1,1,952,794,1500
San081,San Jose,Banlik,Tag-ulan,2021,28/6/2021,11/10/2021,NSIC Rc402,3.89,326.76,67,60,4010.81,18.49,74159.95,105,373.49,26.8,8.1,Wala,Wala,19605.6,4020,6041.7924,1238.83,6,28,10,11,1,1,1,994,794,1501
Gap000,Gapan,Banlik,Tag-ulan,2021,2/6/2021,27/9/2021,NSIC Rc216,3.21,269.64,84,60,5057.88,18.49,93520.13,117,207.99,30.7,8.3,Wala,Wala,16178.4,5040,4985.6436,1553.16,6,2,9,27,1,1,1,957,745,1501
Gap001,Gapan,Banlik,Tag-ulan,2021,27/6/2021,13/10/2021,NSIC Rc222,4.38,367.92,74,60,4419.33,18.49,81713.45,108,274.79,26.8,8.8,Wala,Wala,22075.2,4440,6802.8408,1368.26,6,27,10,13,1,1,1,952,745,1501
Gap002,Gapan,Buhanging Lupa,Tag-ulan,2021,9/5/2021,5/9/2021,PSB Rc82,2.15,180.6,81,60,4866.7,18.49,89985.35,119,211.73,31.5,8.1,Wala,Wala,10836,4860,3339.294,1497.69,5,9,9,5,0,1,1,948,745,1539
Gap003,Gapan,Burak,Tag-ulan,2021,27/5/2021,11/9/2021,NSIC Rc222,2.49,209.16,69,60,4141.75,18.49,76580.98,107,235.53,28.1,9,Wala,Wala,12549.6,4140,3867.3684,1275.81,5,27,9,11,0,1,1,952,745,1548
Gap004,Gapan,Mabuhanging Burak,Tag-ulan,2021,14/6/2021,9/10/2021,NSIC Rc216,0.96,80.64,92,60,5539.61,18.49,102427.34,117,345.63,28.8,8.6,Wala,Wala,4838.4,5520,1491.0336,1701.08,6,14,10,9,1,1,1,957,745,1500
Gap005,Gapan,Mabuhanging Burak,Tag-ulan,2021,7/6/2021,5/10/2021,PSB Rc82,1.56,131.04,63,60,3775,18.49,69799.73,120,297.02,24.6,8,Wala,Wala,7862.4,3780,2422.9296,1164.87,6,7,10,5,1,1,1,948,745,1500
